iso3;anio;valor_en_porcentaje
HUN;2022;24.004591
IND;2022;11.543422
IDN;2022;10.204954
IRN;2022;1.2167524
IRL;2022;20.13166
ISR;2022;6.465607
ITA;2022;16.598764
JPN;2022;15.127815
KAZ;2022;4.03933
LVA;2022;26.908577
LTU;2022;12.488818
LUX;2022;10.850782
MYS;2022;8.150381
MEX;2022;10.075467
MAR;2022;7.263463
NLD;2022;15.435532
NZL;2022;43.069603
MKD;2022;13.73907
NOR;2022;71.628395
PAK;2022;16.4327
PER;2022;27.61327
PHL;2022;12.511821
POL;2022;9.370145
PRT;2022;28.967491
ROU;2022;25.794762
RUS;2022;13.683644
SVK;2022;31.098017
SVN;2022;34.78444
ZAF;2022;5.763209
KOR;2022;16.791805
ESP;2022;30.204054
SWE;2022;73.709915
CHE;2022;52.91246
TWN;2022;8.884109
THA;2022;7.3274584
TTO;2022;0.008836989
TUR;2022;18.845089
UKR;2022;31.416222
GBR;2022;25.213627
USA;2022;18.942993
UZB;2022;2.445178
VEN;2022;28.314623
VNM;2022;26.753923
OWID_WRL;2022;18.208134
